id_lieu;annee_tournage;type_tournage;nom_tournage;nom_realisateur;nom_producteur;adresse_lieu;ardt_lieu;date_debut;date_fin;coord_x;coord_y;geo_shape;geo_point_2d;actors;runtime;Genre;Metascore;Released;Rating;nb_votes
2020-556;2020;Long métrage;Les Jeunes Amants;Carine Tardieu;EX NIHILO;97 rue julien lacroix, 75020 paris;75020;2020-09-23;2020-09-24;2.38211459;48.87271373;"{""type"": ""Point"", ""coordinates"": [2.382114586509525, 48.87271373022452]}";48.8727137302,2.38211458651;Jennifer West, Richard Evans, Warren Parker, Ralph Manza;85 min;Drama, Romance;N/A;01 Feb 1960;5.0;138
2019-1727;2019;Série TV;ASTRID ET RAPHAËLLE;FREDERIC BERTHE;JLA PRODUCTIONS;villa saint-jacques, 75014 paris;75014;2019-12-11;2019-12-11;2.33426133;48.83204902;"{""type"": ""Point"", ""coordinates"": [2.334261329665892, 48.832049023012644]}";48.832049023,2.33426132967;Sara Mortensen, Lola Dewaere, Benoît Michel, Husky Kihal;N/A;Crime;N/A;14 Mar 2019;7.8;183
2020-594;2020;Long métrage;ROSE;Niels Arden Oplev;FIRSTEP PRODUCTIONS;place de l'estrapade, 75005 paris;75005;2020-10-13;2020-10-13;2.34507568;48.84516844;"{""type"": ""Point"", ""coordinates"": [2.34507568384122, 48.84516843702975]}";48.845168437,2.34507568384;Sophie Rundle, Matt Stokoe, Nathan McMullen, Olive Gray;86 min;Horror;N/A;13 Oct 2020;5.7;228
2018-1227;2018;Long métrage;LA VERITE SI JE MENS LES DEBUTS;Michel MUNZ  et Gérard BITTON;LA VERITE PRODUCTION;227 rue saint-denis, 75002 paris;75002;2018-10-08;2018-10-08;2.35134099;48.867125;"{""type"": ""Point"", ""coordinates"": [2.351340990447369, 48.86712499527394]}";48.8671249953,2.35134099045;Yohan Manca, Mickaël Lumière, Anton Csazar, Jeremy Lewin;110 min;Comedy;N/A;16 Oct 2019;4.5;204
2020-596;2020;Long métrage;ROSE;Niels Arden Oplev;FIRSTEP PRODUCTIONS;place de la concorde, 75008 paris;75008;2020-10-19;2020-10-19;2.32053484;48.8666995;"{""type"": ""Point"", ""coordinates"": [2.320534842202644, 48.866699494682805]}";48.8666994947,2.3205348422;Sophie Rundle, Matt Stokoe, Nathan McMullen, Olive Gray;86 min;Horror;N/A;13 Oct 2020;5.7;228
2019-890;2019;Long métrage;COMÉDIE HUMAINE;XAVIER GIANNOLI;CURIOSA FILMS;place andré honnorat, 75006 paris;75006;2019-07-22;2019-07-22;2.33757707;48.84426368;"{""type"": ""Point"", ""coordinates"": [2.337577068431265, 48.84426368305115]}";48.8442636831,2.33757706843;Chapman To, Cho-Lam Wong, Fiona Sit, Shiu Hung Hui;105 min;Comedy;N/A;08 Jul 2010;6.4;254
2019-1637;2019;Long métrage;French Exit;Azazel Jacobs;Same Player;rue saint-antoine, 75004 paris;75004;2019-12-07;2019-12-07;2.3634088;48.85439355;"{""type"": ""Point"", ""coordinates"": [2.363408797646489, 48.85439355174519]}";48.8543935517,2.36340879765;Michelle Pfeiffer, Lucas Hedges, Tracy Letts, Valerie Mahaffey;113 min;Comedy, Drama;57;26 Mar 2021;6.5;659
2019-901;2019;Long métrage;PLAYLIST;Nine ANTICO;L'ATELIER DE PRODUCTION;boulevard auguste blanqui, 75013 paris;75013;2019-08-23;2019-08-23;2.34966006;48.82941979;"{""type"": ""Point"", ""coordinates"": [2.349660062728245, 48.82941979021666]}";48.8294197902,2.34966006273;Sara Forestier, Laetitia Dosch, Bertrand Belin, Pierre Lottin;84 min;Comedy;N/A;02 Jun 2021;N/A;N/A
2019-1671;2019;Série TV;SI tu vas bien;Tien-Jen HUANG;Vilmus Media;rue de marseille, 75010 paris;75010;2019-12-04;2019-12-04;2.36434456;48.87176675;"{""type"": ""Point"", ""coordinates"": [2.364344556290774, 48.87176675385785]}";48.8717667539,2.36434455629;David La Haye, Marie-Chantal Perron, Richard Robitaille;91 min;Romance;N/A;29 Jun 2012;7.4;15
2019-782;2019;Série TV;VAMPIRES;VLADIMIR DE FONTENAY/MARIE MONGE;TETRA MEDIA FICTION;45 boulevard des batignolles, 75008 paris;75008;2019-07-15;2019-07-15;2.3196876;48.88173758;"{""type"": ""Point"", ""coordinates"": [2.319687602606621, 48.881737581732914]}";48.8817375817,2.31968760261;James Woods, Daniel Baldwin, Sheryl Lee, Thomas Ian Griffith;108 min;Action, Horror, Thriller;42;30 Oct 1998;6.2;54,301
2019-793;2019;Série TV;BARON NOIR;ANTOINE CHEVROLLIER;KWAÏ;rue casimir périer, 75007 paris;75007;2019-07-01;2019-07-02;2.31983481;48.85864595;"{""type"": ""Point"", ""coordinates"": [2.319834807726434, 48.85864594614333]}";48.8586459461,2.31983480773;Kad Merad, Anna Mouglalis, Astrid Whettnall, Lubna Gourion;55 min;Drama, Thriller;N/A;08 Feb 2016;7.8;1,188
2016-410;2016;Long métrage;LA FETE EST FINIE;MARIE GAREL WEISS;ELZEVIR FILMS;27  RUE  DE CHALIGNY;75011;2016-11-14;2016-11-14;2.384164;48.850511;"{""type"": ""Point"", ""coordinates"": [2.3841640001928512, 48.85051100023393]}";48.8505110002,2.38416400019;Zita Hanrot, Clémence Boisnard, Marie Denarnaud, Christine Citti;93 min;Drama;N/A;28 Feb 2018;6.5;192
2019-800;2019;Série Web;Le Talisman;Ludovik;Sasu LDVK;22 rue des wallons, 75013 paris;75013;2019-07-10;2019-07-11;2.35894944;48.83843742;"{""type"": ""Point"", ""coordinates"": [2.358949435484747, 48.83843741449498]}";48.8384374145,2.35894943548;Michelle Yeoh, Ben Chaplin, Richard Roxburgh, Sihung Lung;103 min;Action, Adventure, Romance;N/A;01 Mar 2003;4.6;1,613
2019-1139;2019;Série TV;Emily in Paris;Darren Star;NW2020;19 rue des fossés saint-jacques, 75005 paris;75005;2019-09-12;2019-09-12;2.34485296;48.84541172;"{""type"": ""Point"", ""coordinates"": [2.344852955421207, 48.84541171780254]}";48.8454117178,2.34485295542;Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Lucas Bravo;30 min;Comedy, Drama, Romance;N/A;02 Oct 2020;7.0;49,976
2016-455;2016;Long métrage;CA C'EST LA FAMILLE;TEDDY LUSSI MODESTE;KAZAK PRODUCTIONS;1  RUE  DES GRANDS AUGUSTINS;75006;2016-08-26;2016-08-26;2.34145;48.855084;"{""type"": ""Point"", ""coordinates"": [2.341450000188442, 48.855083999569345]}";48.8550839996,2.34145000019;Tahar Rahim, Roschdy Zem, Maïwenn, Grégoire Colin;92 min;Comedy, Drama;N/A;30 Aug 2017;5.8;300
2019-1165;2019;Série TV;VAMPIRES;VLADIMIR DE FONTENAY/MARIE MONGE;TETRA MEDIA FICTION;27 rue piat, 75020 paris;75020;2019-09-20;2019-09-20;2.38492475;48.87160515;"{""type"": ""Point"", ""coordinates"": [2.384924750509342, 48.87160514880642]}";48.8716051488,2.38492475051;James Woods, Daniel Baldwin, Sheryl Lee, Thomas Ian Griffith;108 min;Action, Horror, Thriller;42;30 Oct 1998;6.2;54,301
2016-491;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;AVENUE  DE WAGRAM;75017;2016-05-08;2016-05-09;2.300611;48.881523;"{""type"": ""Point"", ""coordinates"": [2.300610999709555, 48.8815229999634]}";48.881523,2.30061099971;Armaan Ralhan, Ranveer Singh, Vaani Kapoor, Akarsh Khurana;130 min;Comedy, Drama, Romance;N/A;09 Dec 2016;3.9;7,110
2019-1183;2019;Long métrage;30 Jours Max;Tarek BOUDALI;AXEL FILMS PRODUCTION;5 rue masseran, 75007 paris;75007;2019-09-25;2019-09-27;2.31428431;48.84857173;"{""type"": ""Point"", ""coordinates"": [2.314284314599524, 48.848571731484704]}";48.8485717315,2.3142843146;Tarek Boudali, Philippe Lacheau, Julien Arruti, Vanessa Guide;87 min;Action, Comedy, Crime;N/A;14 Oct 2020;5.0;368
2016-497;2016;Long métrage;CORPORATE;NICOLAS SILHOL;KAZAK PRODUCTIONS;18  RUE  AMPERE;75017;2016-03-09;2016-03-09;2.304933;48.885318;"{""type"": ""Point"", ""coordinates"": [2.304933000595152, 48.88531799991623]}";48.8853179999,2.3049330006;Matt Ingebretson, Jake Weisman, Adam Lustick, Anne Dudek;30 min;Comedy;N/A;17 Jan 2018;7.7;2,870
2018-1172;2018;Long métrage;NOTRE DAME;Valérie DONZELLI;RECTANGLE PRODUCTIONS;parvis notre-dame place jean-paul ii, 75004 paris;75004;2018-10-08;2018-10-13;2.34742343;48.85356537;"{""type"": ""Point"", ""coordinates"": [2.347423428584993, 48.853565364492596]}";48.8535653645,2.34742342858;Charles Laughton, Cedric Hardwicke, Thomas Mitchell, Maureen O'Hara;117 min;Drama, Romance;N/A;29 Dec 1939;7.8;10,535
2016-2029;2016;Long métrage;TELLE MERE TELLE FILLE;NOEMIE SAGLIO;PAN EUROPENNE PRODUCTION;15  RUE  RENE BOULANGER;75010;2016-07-28;2016-07-28;2.3573209999999998;48.869212;"{""type"": ""Point"", ""coordinates"": [2.3573210004594, 48.86921200008848]}";48.8692120001,2.35732100046;Richard Bohringer, Chantal Lauby, Pauline Bureau, Aurélien Wiik;87 min;Comedy;N/A;20 Apr 1998;N/A;N/A
2018-1176;2018;Long métrage;Voir le Jour;Stanley WOODWARD;LES FILMS DE LA NUIT;rue rameau, 75002 paris;75002;2018-10-19;2018-10-19;2.33709649;48.86785357;"{""type"": ""Point"", ""coordinates"": [2.337096490340117, 48.8678535691596]}";48.8678535692,2.33709649034;Sandrine Bonnaire, Brigitte Roüan, Aure Atika, Sarah Stern;91 min;Drama;N/A;12 Aug 2020;6.0;73
2016-2068;2016;Série TV;LIANG SHENG;LIU CHUN-CHIEN;KANZAMAN FRANCE;RUE  SAINT MERRI;75004;2016-12-13;2016-12-13;2.352674;48.859448;"{""type"": ""Point"", ""coordinates"": [2.352673999916287, 48.859448000264656]}";48.8594480003,2.35267399992;Chung-Kuang Pai;85 min;Animation, Action, Comedy, Fantasy;N/A;11 Feb 1975;5.1;77
2018-1197;2018;Long métrage;Toute Ressemblance;Michel Denisot;LES FILMS DU 24;pont de la tournelle, 75005 paris;75005;2018-10-04;2018-10-04;2.3550538899999998;48.85005375;"{""type"": ""Point"", ""coordinates"": [2.355053890401763, 48.850053745571934]}";48.8500537456,2.3550538904;Franck Dubosc, Jérôme Commandeur, Caterina Murino, Sylvie Testud;83 min;Comedy, Drama;N/A;27 Nov 2019;4.3;252
2018-1055;2018;Série Web;Simone;maxime Charden, Laurène Dervieux;My Fantasy;54 avenue secrétan, 75019 paris;75019;2018-09-13;2018-09-13;2.37528809;48.88021858;"{""type"": ""Point"", ""coordinates"": [2.375288089778342, 48.88021857472152]}";48.8802185747,2.37528808978;Al Pacino, Benjamin Salisbury, Winona Ryder, Darnell Williams;117 min;Comedy, Drama, Sci-Fi;49;23 Aug 2002;6.1;58,956
2019-375;2019;Long métrage;BOUTCHOU;ADRIEN PIQUET-GAUTHIER ET SIMON ISTOLAINEN;PAIVA FILMS;42 rue scheffer, 75116 paris;75116;2019-04-08;2019-04-09;2.28160034;48.86249483;"{""type"": ""Point"", ""coordinates"": [2.281600341666827, 48.862494824970604]}";48.862494825,2.28160034167;Carole Bouquet, Gérard Darmon, Clémentine Célarié, Pascal N'Zonzi;78 min;Comedy;N/A;23 Sep 2020;4.2;83
2019-1210;2019;Série Web;PARIS PASSIONS;Ignacio Clemente Mateos;Liquid Works SL;47 rue des couronnes, 75020 paris;75020;2019-09-24;2019-09-24;2.38495131;48.87032093;"{""type"": ""Point"", ""coordinates"": [2.384951311750373, 48.87032093380937]}";48.8703209338,2.38495131175;;;;;;;
2019-380;2019;Long métrage;Mon Cousin;Jan Kounen;ESKWAD;8 avenue mac-mahon, 75017 paris;75017;2019-04-10;2019-04-10;2.29492548;48.87597289;"{""type"": ""Point"", ""coordinates"": [2.294925478580704, 48.87597288692818]}";48.8759728869,2.29492547858;François Damiens, Vincent Lindon, Pascale Arbillot, Alix Poisson;104 min;Comedy;N/A;30 Sep 2020;5.2;279
2019-667;2019;Série TV;The Eddy;Damien Chazelle;atlantique productions;59 rue claude decaen, 75012 paris;75012;2019-06-17;2019-06-20;2.39800084;48.83693269;"{""type"": ""Point"", ""coordinates"": [2.398000838590899, 48.836932693115415]}";48.8369326931,2.39800083859;André Holland, Joanna Kulig, Leïla Bekhti, Adil Dehbi;N/A;Drama, Musical;N/A;08 May 2020;7.2;2,519
2019-999;2019;Long métrage;EIFFEL;MARTIN BOURBOULON;VVZ;5 place du palais bourbon, 75007 paris;75007;2019-08-23;2019-08-24;2.31877317;48.86044975;"{""type"": ""Point"", ""coordinates"": [2.318773170071315, 48.860449745201436]}";48.8604497452,2.31877317007;Emma Mackey, Romain Duris, Pierre Deladonchamps, Armande Boulanger;N/A;Biography, Drama;N/A;19 May 2021;7.8;34
2016-580;2016;Long métrage;GC5;GUILLAUME CANET;LES PRODUCTIONS DU TRESOR;ECOLE  MATERNELLE (28 AVENUE RAPP);75007;2016-02-26;2016-02-26;2.300202;48.858623;"{""type"": ""Point"", ""coordinates"": [2.300202000433683, 48.85862300039949]}";48.8586230004,2.30020200043;;;;;;;
2019-1022;2019;Long métrage;A D N;Maïwenn;WHY NOT PRODUCTIONS;rue de lyon, 75012 paris;75012;2019-08-12;2019-08-12;2.37103531;48.84944136;"{""type"": ""Point"", ""coordinates"": [2.371035305287776, 48.849441357354486]}";48.8494413574,2.37103530529;Elizabeth Olsen, Benedict Cumberbatch, Rachel McAdams, Chiwetel Ejiofor;N/A;Action, Adventure, Fantasy, Horror, Sci-Fi;N/A;25 Mar 2022;N/A;N/A
2016-595;2016;Long métrage;120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;LES FILMS DE PIERRE;RUE  SAINT DENIS;75002;2016-09-12;2016-09-12;2.351137;48.866753;"{""type"": ""Point"", ""coordinates"": [2.351137000228783, 48.86675299964787]}";48.8667529996,2.35113700023;Nahuel Pérez Biscayart, Arnaud Valois, Adèle Haenel, Antoine Reinartz;143 min;Drama;84;20 Oct 2017;7.4;13,782
2019-1040;2019;Série TV;Emily in Paris;Darren Star;NW2020;quai malaquais, 75006 paris;75006;2019-08-19;2019-08-19;2.33554798;48.85790532;"{""type"": ""Point"", ""coordinates"": [2.335547977084582, 48.85790532038364]}";48.8579053204,2.33554797708;Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Lucas Bravo;30 min;Comedy, Drama, Romance;N/A;02 Oct 2020;7.0;49,976
2020-683;2020;Série TV;Arsène Lupin;Hugo GÉLIN;Gaumont production télévision;103 boulevard de port-royal, 75014 paris;75014;2020-10-23;2020-10-24;2.34123958;48.83823814;"{""type"": ""Point"", ""coordinates"": [2.341239582179994, 48.83823813533799]}";48.8382381353,2.34123958218;Romain Duris, Kristin Scott Thomas, Pascal Greggory, Eva Green;125 min;Action, Adventure, Crime, Mystery, Romance, Thriller;N/A;13 Oct 2004;5.5;6,858
2019-1249;2019;Série Web;MOTW 2;David Hugonot Petit;ZAGETT;32 rue du départ, 75015 paris;75015;2019-09-25;2019-09-25;2.32201148;48.84167324;"{""type"": ""Point"", ""coordinates"": [2.322011478371242, 48.841673242111455]}";48.8416732421,2.32201147837;;;;;;;
2020-697;2020;Long métrage;Les Jeunes Amants;Carine Tardieu;EX NIHILO;41 avenue simon bolivar, 75019 paris;75019;2020-10-23;2020-10-23;2.38095049;48.87595938;"{""type"": ""Point"", ""coordinates"": [2.380950485760105, 48.87595937504524]}";48.875959375,2.38095048576;Jennifer West, Richard Evans, Warren Parker, Ralph Manza;85 min;Drama, Romance;N/A;01 Feb 1960;5.0;138
2019-1270;2019;Long métrage;Une histoire d'amour et de désir;Leila Bouzid;Blue Monday Productions;74 rue du cardinal lemoine, 75005 paris;75005;2019-10-15;2019-10-15;2.3495821;48.84482922;"{""type"": ""Point"", ""coordinates"": [2.349582097570746, 48.84482922156698]}";48.8448292216,2.34958209757;Sami Outalbali, Diong-Kéba Tacu, Mathilde Lamusse, Aurélia Petit;N/A;N/A;N/A;N/A;N/A;N/A
2020-705;2020;Série TV;The Pursuit of Love;Emily Mortimer;Froggie production;place dauphine, 75001 paris;75001;2020-10-27;2020-10-27;2.34187932;48.85682578;"{""type"": ""Point"", ""coordinates"": [2.341879321027443, 48.85682577800554]}";48.856825778,2.34187932103;Emily Beecham, Beattie Edmondson, Lily James, Emily Mortimer;N/A;Drama;N/A;09 May 2021;N/A;N/A
2019-919;2019;Long métrage;PARENT D'ELEVE;NOEMIE SAGLIO;RECTANGLE PRODUCTIONS;99t rue de reuilly, 75012 paris;75012;2019-07-23;2019-07-23;2.39121694;48.84357423;"{""type"": ""Point"", ""coordinates"": [2.391216935886373, 48.8435742332518]}";48.8435742333,2.39121693589;Vincent Dedienne, Camélia Jordana, Oscar Pauleau, Alix Poisson;89 min;Comedy;N/A;07 Oct 2020;6.0;209
2020-736;2020;Série TV;UNE MERE PARFAITE;FRED GARSON;QUAD DRAMA - UNE MERE PARFAITE;14 rue philippe de girard, 75010 paris;75010;2020-11-13;2020-11-13;2.36207836;48.88230816;"{""type"": ""Point"", ""coordinates"": [2.362078357923441, 48.882308162267314]}";48.8823081623,2.36207835792;N/A;N/A;Drama;N/A;03 Sep 2012;N/A;N/A
2019-939;2019;Long métrage;T'as Pécho?;Adeline PICAULT;SCARLETT PRODUCTION;47 rue du javelot, 75013 paris;75013;2019-08-06;2019-08-13;2.36528254;48.82474718;"{""type"": ""Point"", ""coordinates"": [2.365282535507119, 48.82474717668072]}";48.8247471767,2.36528253551;;;;;;;
2019-942;2019;Série TV;Paris Police 1900;Julien Despaux;TETRA MEDIA FICTION;3 square rapp, 75007 paris;75007;2019-08-28;2019-08-29;2.30124405;48.85882145;"{""type"": ""Point"", ""coordinates"": [2.301244053023376, 48.8588214481115]}";48.8588214481,2.30124405302;Jérémie Laheurte, Evelyne Brochu, Thibaut Evrard, Marc Barbé;N/A;Crime, Drama, History, Mystery;N/A;08 Feb 2021;7.0;219
2019-1714;2019;Série TV;NARVALO;Matthieu Longatte;MASCARET FILMS;1 rue du sabot, 75006 paris;75006;2019-12-17;2019-12-17;2.3314178;48.85303367;"{""type"": ""Point"", ""coordinates"": [2.331417796701445, 48.8530336642233]}";48.8530336642,2.3314177967;Sékouba Doucouré, Mathieu Longatte, Jules Ritmanic;N/A;N/A;N/A;14 Sep 2020;7.4;12
2019-1718;2019;Série TV;LA FUGUE;XAVIER DURRINGER;RAMONA PRODUCTIONS;165 boulevard de la villette, 75010 paris;75010;2019-12-05;2019-12-05;2.36553838;48.88411298;"{""type"": ""Point"", ""coordinates"": [2.365538382607924, 48.884112982917124]}";48.8841129829,2.36553838261;Gene Hackman, Jennifer Warren, Edward Binns, Harris Yulin;100 min;Crime, Mystery, Thriller;82;30 Aug 1975;7.1;12,090
2018-1073;2018;Téléfilm;UN FILS PARFAIT;Didier BIVEL;ADRENALINE;2 avenue de bel-air, 75012 paris;75012;2018-09-20;2018-09-20;2.42153141;48.84337099;"{""type"": ""Point"", ""coordinates"": [2.4215314096373812, 48.843370986190955]}";48.8433709862,2.42153140964;Odile Vuillemin, Loïc Corbery, Frédérique Tirmont, Natalia Dontcheva;90 min;Drama, Thriller;N/A;20 Mar 2019;6.8;17
2016-616;2016;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;100  BOULEVARD  DIDEROT;75012;2016-04-22;2016-04-22;2.385157;48.847125;"{""type"": ""Point"", ""coordinates"": [2.385157000140806, 48.847125000351525]}";48.8471250004,2.38515700014;Valérie Lemercier, Patrick Timsit, Hélène Vincent, Philippe Laudenbach;95 min;Comedy;N/A;31 May 2017;5.7;1,031
2019-649;2019;Long métrage;L'Origine du Monde;Laurent Lafitte;Trésor Films;142 rue de charonne, 75011 paris;75011;2019-06-24;2019-06-24;2.38875066;48.85525822;"{""type"": ""Point"", ""coordinates"": [2.388750656799769, 48.85525821935968]}";48.8552582194,2.3887506568;Laurent Lafitte, Karin Viard, Vincent Macaigne, Hélène Vincent;98 min;Comedy;N/A;10 Feb 2021;5.6;31
2016-642;2016;Long métrage;BARBARA;MATHIEU AMALRIC;WAITING FOR CINEMA;BOULEVARD  DU PALAIS;75004;2016-11-28;2016-11-28;2.345722;48.854852;"{""type"": ""Point"", ""coordinates"": [2.345722000642636, 48.85485200041039]}";48.8548520004,2.34572200064;Nina Hoss, Ronald Zehrfeld, Rainer Bock, Christina Hecke;105 min;Drama;86;08 Mar 2012;7.1;12,940
2018-1415;2018;Long métrage;LA VERITE SI JE MENS LES DEBUTS;Michel MUNZ  et Gérard BITTON;LA VERITE PRODUCTION;place des etats-unis, 75116 paris;75116;2018-11-16;2018-11-17;2.29265813;48.86819003;"{""type"": ""Point"", ""coordinates"": [2.292658125816708, 48.86819002944511]}";48.8681900294,2.29265812582;Yohan Manca, Mickaël Lumière, Anton Csazar, Jeremy Lewin;110 min;Comedy;N/A;16 Oct 2019;4.5;204
2016-674;2016;Long métrage;GAUGUIN;EDOUARD DELUC;MOVE MOVIE;3  RUE  BACHAUMONT;75002;2016-12-08;2016-12-08;2.34652;48.865846;"{""type"": ""Point"", ""coordinates"": [2.3465200000700532, 48.86584599974931]}";48.8658459997,2.34652000007;Vincent Cassel, Tuheï Adams, Malik Zidi, Pua-Taï Hikutini;102 min;Biography, Drama, Romance;54;20 Sep 2017;5.9;1,838
2019-1064;2019;Série TV;Emily in Paris;Darren Star;NW2020;46 boulevard de la bastille, 75012 paris;75012;2019-08-24;2019-08-24;2.36919734;48.85103716;"{""type"": ""Point"", ""coordinates"": [2.369197341495087, 48.851037155318906]}";48.8510371553,2.3691973415;Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Lucas Bravo;30 min;Comedy, Drama, Romance;N/A;02 Oct 2020;7.0;49,976
2016-685;2016;Long métrage;H4-93;OLIVIER AYACHE VIDAL;L'ATELIER DE PRODUCTION;1  RUE  DESCARTES;75005;2016-10-14;2016-10-14;2.348593;48.847466;"{""type"": ""Point"", ""coordinates"": [2.348593000281935, 48.84746600036875]}";48.8474660004,2.34859300028;Gerard Bester, Adolph de Beer;19 min;Short, Sci-Fi;N/A;01 Jan 2006;N/A;N/A
2019-1087;2019;Long métrage;Par-dessus l'épaule de Jonas;Jérôme Bonnell;DIAPHANA FILMS;avenue albert de mun, 75116 paris;75116;2019-09-03;2019-09-03;2.29191704;48.86277435;"{""type"": ""Point"", ""coordinates"": [2.291917040427296, 48.862774349302235]}";48.8627743493,2.29191704043;;;;;;;
2016-2189;2016;Long métrage;LOUE MOI;VIRGINE SCSWARTZ;MY FAMILY;8  RUE  DE DOUAI;75009;2016-11-22;2016-11-22;2.335575;48.881494;"{""type"": ""Point"", ""coordinates"": [2.335575000601694, 48.881493999598874]}";48.8814939996,2.3355750006;Déborah François, Alison Wheeler, Marc Ruchmann, Benjamin Bellecour;89 min;Comedy;N/A;05 Jul 2017;5.2;210
2019-1337;2019;Série TV;Emily in Paris;Darren Star;NW2020;25 avenue montaigne, 75008 paris;75008;2019-10-12;2019-10-12;2.30435741;48.86622464;"{""type"": ""Point"", ""coordinates"": [2.304357407959244, 48.86622463471427]}";48.8662246347,2.30435740796;Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Lucas Bravo;30 min;Comedy, Drama, Romance;N/A;02 Oct 2020;7.0;49,976
2016-2190;2016;Série TV;NOIR ENIGMA;MANUEL BOURSINHAC;ASTHARTE ET COMPAGNIE;AVENUE  VICTOR HUGO;75016;2016-01-06;2016-01-06;2.283684;48.868832;"{""type"": ""Point"", ""coordinates"": [2.283684000205049, 48.868832000271006]}";48.8688320003,2.28368400021;Patrick Chesnais, Camille Panonacle, Andréa Ferréol, Rufus;98 min;Crime, Thriller;N/A;20 Oct 2017;6.2;12
2016-2209;2016;Long métrage;JUST DIVORCED;MAXIME GOVARE;LES IMPRODUCTIBLES;13  RUE  DE SAVIES;75020;2016-10-05;2016-10-05;2.391308;48.871535;"{""type"": ""Point"", ""coordinates"": [2.3913079994945172, 48.87153499958694]}";48.8715349996,2.39130799949;April Bogenschutz;N/A;Comedy;N/A;N/A;N/A;N/A
2018-1342;2018;Long métrage;FORTE;Katia LEWKOWICZ;QUAD FILMS;20 rue du département, 75018 paris;75018;2018-11-08;2018-11-08;2.36268989;48.88640876;"{""type"": ""Point"", ""coordinates"": [2.362689890414373, 48.88640875567335]}";48.8864087557,2.36268989041;Melha Bedia, Valérie Lemercier, Alison Wheeler, Bastien Ughetto;95 min;Comedy;N/A;15 Apr 2020;5.0;628
